,State,County,Latitude,Longitude,TotalVets,VeteranPopulationPct,MaleVetsPct,FemaleVetsPct,WhiteVetsPct,BlackVetsPct,HispanicVetsPct,OtherRaceVetsPct,LessThanHSVetsPct,HighSchOnlyVetsPct,SomeCollegeVetsPct,CollegeDegreeVetsPct,EmployeedVetsPct,UnemployeedVetsPct
25,AL,DeKalb,32.6010112,-86.6807365,1041.0,6.28975265,88.64577173,11.35422827,95.56475458,0.798344175,1.034890597,3.40035482,13.85845425,32.36600533,35.09031685,18.68522357,64.06153846,3.554274736
26,AL,Elmore,32.6010112,-86.6807365,2839.0,10.57052628,84.19775554,15.80224446,79.60266909,14.14922657,1.031240522,5.33818623,4.83002615,24.58083372,36.93277957,33.65636056,70.88639201,3.768932723
27,AL,Escambia,32.6010112,-86.6807365,614.0,7.36209114,90.74598678,9.25401322,68.83852691,22.19074599,1.322001889,7.648725213,8.251473477,40.86444008,36.5913556,14.29273084,61.09452736,19.54397394
28,AL,Etowah,32.6010112,-86.6807365,2138.0,8.436456614,91.40797411,8.592025894,84.8462557,12.69677799,0.250110343,2.36869207,6.254609825,31.81885234,43.14795693,18.77858091,72.0836143,5.519176801
29,AL,Fayette,32.6010112,-86.6807365,191.0,8.360895316,93.46826127,6.531738731,87.02851886,11.59153634,0.0,1.379944802,5.703771849,49.40202392,24.56301748,20.33118675,46.6992665,0.0
30,AL,Franklin,32.6010112,-86.6807365,365.0,5.640373198,88.34586466,11.65413534,84.58646617,3.684210526,5.939849624,8.496240602,16.7673716,29.83383686,45.99697885,7.401812689,57.21003135,4.109589041
31,AL,Geneva,32.6010112,-86.6807365,823.0,11.58560311,92.56926952,7.430730479,87.95130143,7.556675063,3.904282116,1.511335013,8.942065491,33.33333333,37.6154492,20.10915197,67.29354047,0.972053463
32,AL,Greene,32.6010112,-86.6807365,33.0,7.096273292,65.42669584,34.57330416,24.28884026,75.71115974,0.0,0.0,11.81619256,33.47921225,47.26477024,7.439824945,13.75,0.0
33,AL,Hale,32.6010112,-86.6807365,343.0,7.143487859,88.50432633,11.49567367,47.09517923,52.90482077,0.0,0.0,13.03191489,52.2606383,19.54787234,15.15957447,71.30977131,15.45189504
34,AL,Henry,32.6010112,-86.6807365,396.0,9.217237046,85.8861267,14.1138733,72.73456295,24.29831596,2.405773857,1.603849238,7.990115321,30.47775947,39.37397035,22.15815486,59.10447761,0.0
35,AL,Houston,32.6010112,-86.6807365,3029.0,9.840830277,90.89871974,9.101280264,75.87780454,20.1039422,1.470401825,3.067562429,4.876803268,25.12447338,44.35082344,25.64789991,72.46411483,3.994717729
36,AL,Jackson,32.6010112,-86.6807365,805.0,6.783642904,94.91341991,5.086580087,90.83694084,4.617604618,0.108225108,4.437229437,11.25827815,31.0522443,42.31052244,15.37895511,71.93923146,6.708074534
37,AL,Jefferson,32.6010112,-86.6807365,13501.0,7.242898656,90.02691022,9.973089782,52.32814156,45.53263204,0.807306532,1.750523254,5.541085186,26.49905409,40.77536808,27.18449264,70.43510017,5.977335012
38,AL,Lamar,32.6010112,-86.6807365,239.0,6.98790732,95.37648613,4.623513871,89.03566711,4.623513871,0.0,6.340819023,10.21798365,41.96185286,31.47138965,16.34877384,62.07792208,0.0
39,AL,Lauderdale,32.6010112,-86.6807365,1830.0,8.093093498,93.03565478,6.964345218,87.42085971,7.864045318,2.099300233,2.749083639,5.984784446,36.93998309,32.52747253,24.54775993,68.82286574,3.06010929
40,AL,Lawrence,32.6010112,-86.6807365,498.0,5.929679341,94.71624266,5.283757339,82.84409654,9.197651663,0.195694716,7.762557078,12.5498008,37.78220452,38.37981408,11.28818061,66.04774536,1.606425703
41,AL,Lee,32.6010112,-86.6807365,4201.0,7.887060465,90.47236181,9.527638191,67.74874372,24.29145729,4.502512563,4.281407035,6.929681112,21.8417825,40.3311529,30.89738348,68.59895493,4.713163533
42,AL,Limestone,32.6010112,-86.6807365,2900.0,9.810174224,90.76450893,9.235491071,87.15122768,8.412388393,2.525111607,2.790178571,4.751257686,30.43599776,35.62045836,29.19228619,70.78350012,1.0
43,AL,Lowndes,32.6010112,-86.6807365,57.0,3.842213115,86.33333333,13.66666667,35.0,65.0,0.0,0.0,12.33333333,44.33333333,16.33333333,27.0,36.53846154,0.0
44,AL,Macon,32.6010112,-86.6807365,423.0,8.732065182,89.07063197,10.92936803,27.73234201,69.2936803,1.189591078,1.784386617,7.732342007,28.10408922,32.93680297,31.2267658,61.30434783,16.78486998
45,AL,Madison,32.6010112,-86.6807365,16434.0,11.66659556,86.46573005,13.53426995,73.24536007,20.47968793,2.876908542,3.870417213,3.212208855,16.65487216,30.41444879,49.7184702,80.71312804,4.460265304
46,AL,Marengo,32.6010112,-86.6807365,268.0,6.341332618,95.87737844,4.122621565,49.04862579,49.89429175,0.317124736,0.739957717,21.35306554,26.95560254,32.02959831,19.66173362,58.9010989,0.0
47,AL,Marion,32.6010112,-86.6807365,424.0,5.877111092,98.98916968,1.010830325,97.76173285,0.938628159,0.0,1.299638989,10.61371841,33.57400722,40.64981949,15.16245487,73.22970639,0.0
48,AL,Marshall,32.6010112,-86.6807365,2044.0,8.23166906,92.85230352,7.147696477,95.24051491,0.558943089,2.252710027,2.7100271,9.852467356,27.99728676,39.88468713,22.26555876,70.28885832,5.577299413
49,AL,Mobile,32.6010112,-86.6807365,10893.0,8.931236986,89.79809091,10.20190909,64.47251694,29.5163408,3.239771477,3.473971825,7.15465843,31.20465484,37.85647583,23.7842109,71.79199895,5.673368218
50,AL,Monroe,32.6010112,-86.6807365,369.0,8.086188113,90.94311377,9.056886228,59.43113772,28.89221557,1.571856287,10.10479042,4.783599089,43.81169324,36.67425968,14.73044799,52.34042553,0.81300813
51,AL,Montgomery,32.6010112,-86.6807365,7347.0,9.713626351,84.42524598,15.57475402,43.91648668,51.87185025,1.295896328,3.269738421,4.559604468,20.71659647,35.06073369,39.66306537,70.39379132,2.694977542
52,AL,Morgan,32.6010112,-86.6807365,2656.0,8.131276823,92.13663764,7.863362358,85.02344273,10.52913597,1.87541862,3.402545211,7.314132619,33.00736772,33.89149364,25.78700603,68.96909894,3.765060241
53,AL,Perry,32.6010112,-86.6807365,43.0,5.563951092,91.60493827,8.395061728,48.14814815,51.85185185,0.0,0.0,4.381443299,67.5257732,9.793814433,18.29896907,16.47509579,0.0
54,AL,Pickens,32.6010112,-86.6807365,372.0,7.414261041,90.26622296,9.733777038,58.23627288,38.93510815,0.249584027,2.828618968,11.14808652,43.01164725,31.53078203,14.30948419,63.26530612,2.688172043
55,AL,Pike,32.6010112,-86.6807365,609.0,7.142857143,91.39280125,8.607198748,65.20605112,26.55190402,3.234220136,6.729264476,15.42497377,29.27597062,37.51311647,17.78593914,69.52054795,6.239737274
56,AL,Randolph,32.6010112,-86.6807365,284.0,7.737826871,90.31318281,9.686817189,81.13619811,17.26147123,1.383831027,0.218499636,9.249817917,28.25928623,46.68608886,15.80480699,56.34920635,3.873239437
57,AL,Russell,32.6010112,-86.6807365,2797.0,13.68609275,82.00103146,17.99896854,44.64500602,48.7192711,4.177411037,3.747636239,6.064313177,23.87277176,48.2174065,21.84550856,66.56354117,4.826599929
58,AL,St. Clair,32.6010112,-86.6807365,1850.0,9.269456141,92.88437103,7.115628971,86.95997459,7.846251588,1.715374841,4.256670902,5.0997426,36.5990991,41.87580438,16.42535393,59.85118085,2.378378378
59,AL,Shelby,32.6010112,-86.6807365,5501.0,7.779076204,91.54807084,8.451929159,84.78810879,11.79633144,1.35199241,2.300759013,3.40599455,18.61676551,35.14986376,42.82737618,85.11527155,1.290674423
60,AL,Sumter,32.6010112,-86.6807365,209.0,4.659498208,90.85239085,9.147609148,32.22453222,64.86486486,1.663201663,2.910602911,1.90023753,41.09263658,33.72921615,23.27790974,66.98717949,0.0
61,AL,Talladega,32.6010112,-86.6807365,1800.0,8.324747579,92.66945925,7.330540746,70.94440213,24.25742574,1.694592536,4.798172125,10.26785714,30.99767081,40.43090062,18.30357143,62.47830614,7.0
62,AL,Tallapoosa,32.6010112,-86.6807365,700.0,8.689822899,95.29960531,4.70039469,79.7990671,18.80157876,0.071761751,1.327592393,7.742167807,32.80518545,33.23730645,26.2153403,58.77413938,13.71428571
63,AL,Tuscaloosa,32.6010112,-86.6807365,3794.0,6.149623099,87.96102992,12.03897008,69.39059549,28.63107665,1.212844219,1.202902873,6.199186992,30.57926829,36.78861789,26.43292683,67.8590592,3.479177649
64,AL,Walker,32.6010112,-86.6807365,891.0,7.791269443,94.64193715,5.358062854,92.16898506,5.589902112,0.283359093,1.957753735,9.574193548,43.87096774,32.72258065,13.83225806,60.5298913,4.938271605
65,AL,Washington,32.6010112,-86.6807365,311.0,7.535481847,93.44432882,6.555671176,49.84391259,37.87721124,0.624349636,11.65452653,3.121748179,45.57752341,37.87721124,13.42351717,53.62068966,2.572347267
66,AL,Wilcox,32.6010112,-86.6807365,44.0,4.726552834,96.59685864,3.403141361,64.65968586,34.03141361,0.0,1.308900524,9.42408377,34.81675393,36.38743456,19.37172775,34.92063492,0.0
67,AL,Winston,32.6010112,-86.6807365,314.0,7.304384754,97.38372093,2.61627907,93.89534884,0.581395349,2.252906977,3.270348837,10.90116279,50.94476744,27.03488372,11.11918605,47.72036474,0.0
68,AK,Alaska,61.3025006,-158.7750198,35515.0,12.18616685,86.59988341,13.40011659,75.4425797,5.625441046,5.539533029,15.36679655,3.148025172,22.84729469,45.65822345,28.34645669,79.4057148,4.809235534
69,AK,Aleutian Islands,61.3025006,-158.7750198,,,,,,,,,,,,,,
70,AK,Aleutians East,61.3025006,-158.7750198,80.0,4.970659303,93.05555556,6.944444444,47.22222222,0.694444444,6.25,50.0,13.88888889,29.86111111,36.11111111,20.13888889,87.91208791,5.0
71,AK,Aleutians West,61.3025006,-158.7750198,239.0,6.088640275,96.1130742,3.886925795,54.41696113,12.36749117,6.713780919,29.6819788,0.353356891,36.04240283,42.04946996,21.55477032,94.84126984,0.418410042
72,AK,Anchorage,61.3025006,-158.7750198,15725.0,12.64025582,85.62578826,14.37421174,72.57956822,7.697158543,6.239335262,16.06202241,1.671598202,19.48276525,45.29454713,33.55108942,81.5696649,4.476947536
73,AK,Bethel,61.3025006,-158.7750198,302.0,5.378910579,94.92868463,5.071315372,19.96830428,2.535657686,0.475435816,77.02060222,14.51612903,50.80645161,26.4516129,8.225806452,69.90740741,13.90728477
74,AK,Bristol Bay,61.3025006,-158.7750198,43.0,11.45374449,87.17948718,12.82051282,82.05128205,0.0,5.128205128,12.82051282,0.0,42.30769231,47.43589744,10.25641026,79.62962963,9.302325581
75,AK,Denali,61.3025006,-158.7750198,50.0,6.850025947,92.42424242,7.575757576,95.45454545,0.0,0.0,4.545454546,0.0,21.21212121,58.33333333,20.45454545,79.36507937,2.0
76,AK,Dillingham,61.3025006,-158.7750198,70.0,4.12642669,100.0,0.0,46.09929078,0.0,0.0,53.90070922,10.63829787,32.62411348,23.40425532,33.33333333,86.41975309,12.85714286
77,AK,Fairbanks North Star,61.3025006,-158.7750198,7241.0,16.52487868,81.51260504,18.48739496,72.87925697,10.3051747,8.836797877,10.62361787,2.244552968,20.49211119,51.85950413,25.40383171,81.67155425,2.858721171
78,AK,Haines,61.3025006,-158.7750198,84.0,9.061833689,100.0,0.0,73.52941176,0.0,0.0,26.47058824,0.0,42.35294118,52.94117647,4.705882353,95.45454545,2.380952381
79,AK,Hoonah-Angoon,61.3025006,-158.7750198,68.0,10.91510474,97.97979798,2.02020202,51.01010101,8.585858586,3.535353535,37.87878788,3.571428571,40.30612245,39.28571429,16.83673469,79.06976744,14.70588235
80,AK,Juneau ,61.3025006,-158.7750198,1162.0,9.388312837,89.85445205,10.14554795,82.06335616,0.898972603,3.381849315,13.65582192,3.343334762,18.17402486,39.43420489,39.04843549,80.19323672,2.151462995
81,AK,Kenai Peninsula,61.3025006,-158.7750198,1645.0,11.04676961,93.41233179,6.587668207,90.21891946,0.56236192,0.361518377,9.218718618,5.014210313,27.42590337,47.76695087,19.79293544,67.69547325,9.240121581
82,AK,Ketchikan Gateway,61.3025006,-158.7750198,462.0,10.32294725,88.0733945,11.9266055,78.80733945,1.467889908,1.467889908,18.80733945,4.713493531,34.65804067,34.65804067,25.97042514,78.43803056,4.112554113
83,AK,Kodiak Island,61.3025006,-158.7750198,747.0,11.33724028,78.7593985,21.2406015,70.58270677,0.0,15.97744361,22.93233083,7.743785851,16.06118547,51.91204589,24.28298279,92.10850801,5.488621151
84,AK,Kusilvak,61.3025006,-158.7750198,132.0,4.830819405,93.24894515,6.751054852,2.953586498,0.0,0.0,97.0464135,16.4556962,51.89873418,27.42616034,4.219409283,72.13114754,16.66666667
85,AK,Lake and Peninsula,61.3025006,-158.7750198,37.0,5.700934579,95.08196721,4.918032787,31.14754098,1.639344262,0.0,67.21311475,11.47540984,37.70491803,26.2295082,24.59016393,90.24390244,24.32432432
86,AK,Matanuska-Susitna,61.3025006,-158.7750198,5240.0,13.82886776,87.64204545,12.35795455,87.00757576,2.054924242,3.683712121,8.125,4.066366165,24.60918769,45.66989546,25.65455069,73.16392069,6.030534351
87,AK,Nome,61.3025006,-158.7750198,181.0,6.057810578,88.5786802,11.4213198,32.23350254,0.0,4.060913706,63.70558376,12.94416244,29.69543147,38.07106599,19.2893401,90.95477387,10.49723757
88,AK,North Slope,61.3025006,-158.7750198,354.0,7.088149283,92.33791749,7.662082515,68.56581532,6.679764244,1.571709234,23.96856582,9.430255403,39.4891945,27.50491159,23.57563851,95.93495935,0.847457627
89,AK,Northwest Arctic,61.3025006,-158.7750198,178.0,5.726872247,93.35664336,6.643356643,40.55944056,8.391608392,3.146853147,51.04895105,7.692307692,28.67132867,41.25874126,22.37762238,88.55721393,12.92134831
90,AK,Petersburg,61.3025006,-158.7750198,67.0,11.47036182,96.97986577,3.020134228,89.59731544,0.67114094,3.691275168,6.040268456,4.026845638,44.63087248,21.81208054,29.53020134,91.78082192,0.0
91,AK,Prince of Wales-Hyder,61.3025006,-158.7750198,171.0,9.070525887,92.58426966,7.415730337,59.7752809,0.898876405,0.0,39.3258427,2.247191011,39.1011236,38.87640449,19.7752809,76.0,8.771929825
92,AK,Prince of Wales-Outer Ketchikan,61.3025006,-158.7750198,,,,,,,,,,,,,,
93,AK,Sitka ,61.3025006,-158.7750198,269.0,8.964474679,89.03878583,10.96121417,73.86172007,0.505902192,6.913996627,21.07925801,0.541516246,28.70036101,42.77978339,27.97833935,83.54037267,4.832713755
94,AK,Skagway,61.3025006,-158.7750198,33.0,6.223628692,98.30508475,1.694915254,86.44067797,5.084745763,0.0,8.474576271,6.779661017,18.6440678,61.01694915,13.55932203,100.0,0.0
95,AK,Skagway-Hoonah-Angoon,61.3025006,-158.7750198,,,,,,,,,,,,,,
96,AK,Southeast Fairbanks,61.3025006,-158.7750198,277.0,14.01545972,87.51814224,12.48185776,85.92162554,0.435413643,1.741654572,11.90130624,2.031930334,25.25399129,49.34687954,23.36719884,67.72616137,18.77256318
97,AK,Valdez-Cordova,61.3025006,-158.7750198,446.0,13.08290155,88.22882288,11.77117712,80.1980198,0.110011001,12.87128713,10.3410341,0.844390832,21.10977081,49.69843185,28.34740651,64.54413893,0.896860987
98,AK,Wrangell ,61.3025006,-158.7750198,59.0,11.01278269,96.875,3.125,81.25,0.446428571,0.0,18.30357143,17.85714286,30.80357143,29.01785714,22.32142857,88.05970149,8.474576271
99,AK,Wrangell-Petersburg,61.3025006,-158.7750198,,,,,,,,,,,,,,
100,AK,Yakutat ,61.3025006,-158.7750198,13.0,8.016032064,95.0,5.0,52.5,0.0,0.0,47.5,20.0,47.5,22.5,10.0,68.42105263,0.0
101,AK,Yukon-Koyukuk,61.3025006,-158.7750198,140.0,9.650711514,90.61662198,9.383378016,46.38069705,0.0,0.53619303,53.08310992,10.21505376,36.55913978,37.6344086,15.59139785,86.41975309,4.285714286
102,AZ,Arizona,34.1682185,-111.930907,174019.0,9.045934444,91.04312781,8.956872194,78.59120069,4.656590057,12.28944743,7.372029316,4.763042877,21.91336408,42.58993314,30.7336599,75.57762799,4.833954913
103,AZ,Apache,34.1682185,-111.930907,805.0,5.925940183,90.48392335,9.516076648,50.82819097,0.292302696,6.170834687,43.61805781,13.59634822,22.13889795,44.73426801,19.53048582,55.17477724,5.341614907
104,AZ,Cochise,34.1682185,-111.930907,7574.0,19.16711383,85.55744634,14.44255366,76.36822748,4.847120821,14.48097931,5.95048581,3.665566064,16.41390117,45.15641614,34.76411663,76.41242938,3.538420914
105,AZ,Coconino,34.1682185,-111.930907,3162.0,6.564148413,91.48733315,8.512666848,70.03541269,1.212203759,14.0152547,17.40670117,4.631549841,24.77533527,38.9879718,31.60514309,78.59806115,2.435167615
106,AZ,Gila,34.1682185,-111.930907,974.0,12.850298,93.76136777,6.23863223,84.95816661,1.764277919,7.402691888,7.293561295,6.337643417,27.04425423,42.06883992,24.54926243,65.32528504,4.414784394
107,AZ,Graham,34.1682185,-111.930907,719.0,7.014758417,92.59259259,7.407407407,72.01646091,2.00617284,17.9526749,9.670781893,5.334728034,30.64853556,44.56066946,19.45606695,66.88372093,2.64255911
108,AZ,Greenlee,34.1682185,-111.930907,317.0,9.326950972,96.26749611,3.732503888,57.07620529,1.866251944,40.43545879,4.821150855,7.620528771,33.437014,53.3437014,5.598755832,78.66004963,0.630914827
109,AZ,La Paz,34.1682185,-111.930907,327.0,14.51891022,97.78305622,2.216943785,86.53998416,1.108471892,4.513064133,9.422011085,8.049659592,36.92430917,44.3732479,10.65278334,57.77385159,6.727828746
110,AZ,Maricopa,34.1682185,-111.930907,100072.0,7.744650159,90.81403915,9.185960848,78.69898713,5.741570245,11.77624659,6.622070416,4.120228573,20.9461591,41.3755925,33.55801983,79.32652673,4.943440723
111,AZ,Mohave,34.1682185,-111.930907,5032.0,14.27403675,92.21990428,7.780095717,89.54063893,1.251687324,6.532498875,3.840962081,7.570328267,27.99538696,49.52839903,14.90588574,60.22740874,7.134340223
112,AZ,Navajo,34.1682185,-111.930907,2090.0,9.067893266,92.28749136,7.712508639,73.18590187,1.036627505,5.321354527,22.07325501,5.871687587,25.25801953,46.87587169,21.9944212,63.91437309,5.980861244
113,AZ,Pima,34.1682185,-111.930907,30982.0,10.55924888,90.53437813,9.46562187,75.7261533,4.513050139,15.99481529,8.224827668,3.68706764,19.19917371,42.00855111,35.10520753,75.91766724,4.738235104
114,AZ,Pinal,34.1682185,-111.930907,9830.0,10.54069225,92.55040437,7.449595626,77.83061852,5.003417246,12.09420207,7.127804989,7.047076427,26.5711326,42.72847606,23.65331492,64.19801463,4.455747711
115,AZ,Santa Cruz,34.1682185,-111.930907,593.0,5.094614265,93.93586006,6.064139942,56.50145773,0.699708455,42.09912536,6.12244898,6.180758018,24.25655977,36.50145773,33.06122449,74.87373737,2.529510961
116,AZ,Yavapai,34.1682185,-111.930907,5676.0,13.77909513,92.69232236,7.307677638,91.07898852,0.678896983,5.97276784,3.436439224,5.654131866,23.52873254,44.39782918,26.41930642,62.81540505,7.945736434
117,AZ,Yuma,34.1682185,-111.930907,5866.0,10.09681972,92.50422572,7.495774282,71.09608633,5.447926147,19.56832662,10.29124951,7.667989507,27.01284725,47.52135602,17.79780722,77.22485519,2.301397886
118,AR,Arkansas,34.7519275,-92.1313784,69152.0,8.607278144,92.22676501,7.773234993,83.6667715,11.48079011,2.012803214,3.574653289,7.57212281,33.21252806,37.00914276,22.20620637,69.26975859,4.494447015
119,AR,Arkansas,34.7519275,-92.1313784,235.0,7.37093621,97.64243615,2.357563851,90.07858546,9.823182711,0.0,0.098231827,14.65093412,38.3480826,33.82497542,13.17600787,57.73955774,6.382978723
120,AR,Ashley,34.7519275,-92.1313784,296.0,6.231587037,93.83350462,6.166495375,84.37821172,14.38848921,0.71942446,0.513874615,8.941418294,44.29599178,34.5323741,12.23021583,69.81132075,1.013513514
121,AR,Baxter,34.7519275,-92.1313784,984.0,13.67096019,93.4261242,6.573875803,96.31691649,0.149892934,1.584582441,1.948608137,9.144350098,32.2011757,41.71565426,16.93881994,59.92691839,2.43902439
122,AR,Benton,34.7519275,-92.1313784,6071.0,7.864184121,91.87569223,8.124307773,92.57280605,1.719981758,2.15649228,4.137077334,4.705417161,30.06458416,35.95624094,29.27375774,77.36714668,3.376708944
123,AR,Boone,34.7519275,-92.1313784,1103.0,10.64289197,94.66623037,5.333769634,93.61910995,0.0,3.697643979,3.272251309,10.10891763,35.39823009,38.18924438,16.3036079,75.49623546,2.719854941
124,AR,Bradley,34.7519275,-92.1313784,236.0,9.289683498,84.3953186,15.6046814,56.43693108,43.56306892,0.0,0.0,7.378129117,50.98814229,27.40447958,14.22924901,56.73076923,0.847457627
125,AR,Calhoun,34.7519275,-92.1313784,95.0,8.68844697,100.0,0.0,77.38419619,22.61580381,0.0,0.0,7.242339833,40.38997214,25.90529248,26.46239554,50.0,0.0
126,AR,Carroll,34.7519275,-92.1313784,734.0,10.62662827,92.86021505,7.139784946,92.98924731,0.0,1.978494624,6.365591398,3.01464255,29.62962963,36.08957795,31.26614987,67.96296296,5.177111717
127,AR,Chicot,34.7519275,-92.1313784,114.0,5.67547902,93.16239316,6.837606838,55.76923077,44.23076923,0.0,0.0,7.894736842,46.92982456,26.31578947,18.85964912,57.0,0.0
128,AR,Clark,34.7519275,-92.1313784,519.0,7.830261561,96.3354475,3.664552502,79.28118393,18.46370684,0.775193798,1.479915433,4.853675946,33.83297645,37.75874375,23.55460385,73.09859155,4.624277457
129,AR,Clay,34.7519275,-92.1313784,388.0,8.322608323,90.92783505,9.072164949,98.24742268,0.0,1.443298969,1.75257732,13.53620147,44.80587618,33.57817419,8.079748164,67.71378709,0.0
130,AR,Cleburne,34.7519275,-92.1313784,651.0,12.45874181,93.43614077,6.563859233,95.17595888,0.59311981,1.304863582,2.92605773,14.048583,28.50202429,33.52226721,23.92712551,67.60124611,9.523809524
131,AR,Cleveland,34.7519275,-92.1313784,111.0,7.745921115,97.95501022,2.044989775,87.93456033,10.63394683,0.0,1.431492843,5.601659751,53.73443983,30.29045643,10.37344398,72.07792208,1.801801802
132,AR,Columbia,34.7519275,-92.1313784,573.0,7.098321343,87.08708709,12.91291291,71.996997,20.04504505,10.13513514,7.957957958,8.894645941,43.52331606,24.17962003,23.40241796,73.36747759,32.11169284
